Date,City,Store_Format,Category,Total_Units,Avg_Selling_Price,Stock_On_Hand,Reorder_Level,Is_Holiday,Day_of_Week,Month,Is_Payday,Units_Lag_7d,Units_Lag_14d
2024-07-29,Delhi,Express,Fruits,5,115.94264770774154,152.0,68,0,0,7,0,3.0,5.0
2024-07-29,Delhi,Hyper,Fruits,1,95.68757492726309,250.0,61,0,0,7,0,3.0,8.0
2024-07-30,Delhi,Super,Fruits,11,101.86809992527976,181.0,70,0,1,7,1,15.0,3.0
2024-07-31,Delhi,Express,Fruits,13,98.48000725596064,251.33333333333334,75,0,2,7,1,6.0,7.0
2024-07-31,Delhi,Hyper,Fruits,10,178.2917970175456,213.33333333333334,77,0,2,7,1,10.0,11.0
2024-07-31,Delhi,Super,Fruits,8,160.21318491269102,110.0,55,0,2,7,1,4.0,2.0
2024-08-01,Delhi,Express,Fruits,8,147.220338445135,424.0,68,0,3,8,1,2.0,12.0
2024-08-01,Delhi,Hyper,Fruits,6,201.31199647303782,223.0,57,0,3,8,1,5.0,3.0
2024-08-01,Delhi,Super,Fruits,4,214.1361378798056,242.0,41,0,3,8,1,1.0,3.0
2024-08-02,Delhi,Express,Fruits,5,201.8960588256793,475.0,41,0,4,8,0,11.0,15.0
2024-08-02,Delhi,Hyper,Fruits,2,65.40203619056854,373.0,37,0,4,8,0,13.0,6.0
2024-08-02,Delhi,Super,Fruits,5,105.5518972964674,393.0,57,0,4,8,0,10.0,10.0
2024-08-03,Delhi,Express,Fruits,5,201.74134058309977,122.0,45,0,5,8,0,8.0,4.0
2024-08-03,Delhi,Hyper,Fruits,2,66.88229672994714,301.5,63,0,5,8,0,8.0,2.0
2024-08-04,Delhi,Express,Fruits,5,149.97550765152195,93.0,27,0,6,8,0,6.0,5.0
2024-08-04,Delhi,Hyper,Fruits,1,57.04400540444628,359.0,49,0,6,8,0,4.0,1.0
2024-08-05,Delhi,Express,Fruits,8,146.426703861255,285.6666666666667,71,0,0,8,0,5.0,11.0
2024-08-05,Delhi,Hyper,Fruits,1,188.4956489471594,464.0,32,0,0,8,0,2.0,13.0
2024-08-06,Delhi,Hyper,Fruits,9,138.1340721232841,319.0,53,0,1,8,0,5.0,10.0
2024-08-07,Delhi,Hyper,Fruits,3,192.4707097345795,408.0,33,0,2,8,0,5.0,8.0
2024-08-07,Delhi,Super,Fruits,8,133.1879743812697,399.6666666666667,61,0,2,8,0,2.0,8.0
2024-08-08,Delhi,Hyper,Fruits,6,207.93869395261987,372.5,32,0,3,8,0,5.0,6.0
2024-08-08,Delhi,Super,Fruits,1,59.4962963779678,246.0,76,0,3,8,0,1.0,4.0
2024-08-09,Delhi,Express,Fruits,2,200.505496580128,145.0,41,0,4,8,0,8.0,5.0
2024-08-09,Delhi,Hyper,Fruits,11,115.01370988761819,418.0,72,0,4,8,0,1.0,2.0
2024-08-09,Delhi,Super,Fruits,8,113.91917157726392,256.0,58,0,4,8,0,9.0,5.0
2024-08-10,Delhi,Express,Fruits,3,64.12544507659108,443.0,23,0,5,8,0,3.0,5.0
2024-08-10,Delhi,Hyper,Fruits,8,73.99896210898194,308.25,52,0,5,8,0,8.0,2.0
2024-08-10,Delhi,Super,Fruits,11,105.92043307824575,286.3333333333333,79,0,5,8,0,6.0,5.0
2024-08-11,Delhi,Hyper,Fruits,6,141.25736609879843,299.0,55,0,6,8,0,1.0,1.0
2024-08-11,Delhi,Super,Fruits,4,150.26045022163254,301.5,73,0,6,8,0,2.0,8.0
2024-08-12,Delhi,Hyper,Fruits,11,61.90690132226026,265.0,76,0,0,8,0,11.0,1.0
2024-08-12,Delhi,Super,Fruits,5,138.95841387833983,234.0,68,0,0,8,0,8.0,9.0
2024-08-13,Delhi,Express,Fruits,7,111.93061752197734,198.66666666666666,77,0,1,8,0,3.0,3.0
2024-08-13,Delhi,Hyper,Fruits,15,157.68147672413758,278.25,78,0,1,8,0,8.0,8.0
2024-08-13,Delhi,Super,Fruits,5,171.42103789304576,373.5,44,0,1,8,0,11.0,6.0
2024-08-14,Delhi,Express,Fruits,5,237.58402985406252,450.0,75,0,2,8,0,6.0,1.0
2024-08-14,Delhi,Hyper,Fruits,6,176.24120252634782,145.5,74,0,2,8,0,4.0,2.0
2024-08-15,Delhi,Express,Fruits,1,219.12554367950284,490.0,36,1,3,8,0,11.0,11.0
2024-08-15,Delhi,Hyper,Fruits,7,97.93180029377928,189.0,62,1,3,8,0,5.0,8.0
2024-08-15,Delhi,Super,Fruits,2,34.4527959085771,495.0,54,1,3,8,0,7.0,3.0
2024-08-16,Delhi,Super,Fruits,6,156.87395746135013,372.0,57,0,4,8,0,15.0,8.0
2024-08-17,Delhi,Express,Fruits,7,180.4718744050906,277.5,61,0,5,8,0,5.0,11.0
2024-08-17,Delhi,Super,Fruits,6,119.97532672568991,251.66666666666666,61,0,5,8,0,5.0,6.0
2024-08-18,Delhi,Express,Fruits,7,168.28312784271102,221.66666666666666,70,0,6,8,0,6.0,4.0
2024-08-18,Delhi,Hyper,Fruits,1,204.7899893485505,136.0,27,0,6,8,0,1.0,11.0
2024-08-18,Delhi,Super,Fruits,5,172.92969686609493,319.6666666666667,60,0,6,8,0,7.0,5.0
2024-08-19,Delhi,Express,Fruits,5,226.70028786435077,240.0,32,0,0,8,0,2.0,7.0
2024-08-19,Delhi,Hyper,Fruits,16,133.0521761848019,208.2,76,0,0,8,0,6.0,15.0
2024-08-19,Delhi,Super,Fruits,7,102.31930771946276,393.5,45,0,0,8,0,7.0,5.0
2024-08-20,Delhi,Express,Fruits,7,142.1884146570341,196.0,24,0,1,8,0,6.0,5.0
2024-08-20,Delhi,Hyper,Fruits,2,51.326096769433285,355.0,74,0,1,8,0,7.0,6.0
2024-08-20,Delhi,Super,Fruits,14,176.23204208068324,358.5,78,0,1,8,0,1.0,1.0
2024-08-21,Delhi,Express,Fruits,5,248.36207861131652,365.0,40,0,2,8,0,5.0,7.0
2024-08-21,Delhi,Super,Fruits,3,86.30968004712872,291.0,43,0,2,8,0,5.0,2.0
2024-08-22,Delhi,Hyper,Fruits,9,174.8716637138889,268.5,78,0,3,8,0,16.0,6.0
2024-08-22,Delhi,Super,Fruits,5,113.96048364222416,339.0,71,0,3,8,0,7.0,7.0
2024-08-23,Delhi,Express,Fruits,9,176.14564855069133,274.6666666666667,62,0,4,8,0,7.0,6.0
2024-08-23,Delhi,Hyper,Fruits,3,193.5180047048539,170.0,28,0,4,8,0,2.0,7.0
2024-08-23,Delhi,Super,Fruits,11,113.17937872767538,282.6666666666667,71,0,4,8,0,14.0,1.0
2024-08-24,Delhi,Hyper,Fruits,4,90.4133970128903,183.5,53,0,5,8,0,5.0,5.0
2024-08-24,Delhi,Super,Fruits,5,29.676945085439577,159.0,47,0,5,8,0,3.0,5.0
2024-08-25,Delhi,Express,Fruits,2,137.86031640391067,396.0,35,0,6,8,0,9.0,16.0
2024-08-25,Delhi,Hyper,Fruits,4,129.38047726745427,185.0,68,0,6,8,0,5.0,7.0
2024-08-26,Delhi,Express,Fruits,3,154.2810251121986,262.0,76,1,0,8,0,9.0,7.0
2024-08-26,Delhi,Super,Fruits,4,141.386518483998,169.5,73,1,0,8,0,3.0,2.0
2024-08-27,Delhi,Express,Fruits,8,188.69869589708864,368.5,68,0,1,8,0,11.0,14.0
2024-08-27,Delhi,Hyper,Fruits,6,197.7012849802698,364.5,78,0,1,8,0,4.0,5.0
2024-08-27,Delhi,Super,Fruits,8,74.88451344301713,290.0,46,0,1,8,0,5.0,3.0
2024-08-28,Delhi,Hyper,Fruits,4,198.13789454782798,99.0,68,0,2,8,0,2.0,9.0
2024-08-28,Delhi,Super,Fruits,2,151.24789736128906,417.0,27,0,2,8,0,4.0,5.0
2024-08-29,Delhi,Hyper,Fruits,9,236.10754854561702,197.5,79,0,3,8,0,3.0,9.0
2024-08-30,Delhi,Express,Fruits,2,204.5097259748091,273.0,77,0,4,8,1,4.0,3.0
2024-08-30,Delhi,Hyper,Fruits,11,159.2385094600729,324.0,73,0,4,8,1,8.0,11.0
2024-08-31,Delhi,Express,Fruits,5,199.15456795908227,132.0,51,0,5,8,1,6.0,4.0
2024-08-31,Delhi,Hyper,Fruits,3,61.76730385003502,198.0,28,0,5,8,1,8.0,5.0
2024-09-01,Delhi,Express,Fruits,2,243.4982164465337,113.0,61,0,6,9,1,4.0,2.0
2024-09-01,Delhi,Hyper,Fruits,5,130.99453937092002,340.5,33,0,6,9,1,2.0,4.0
2024-09-02,Delhi,Express,Fruits,12,119.97038336755972,276.5,70,0,0,9,0,9.0,3.0
2024-09-02,Delhi,Hyper,Fruits,6,196.50979614612504,275.0,39,0,0,9,0,2.0,4.0
2024-09-02,Delhi,Super,Fruits,4,239.6611938300344,66.0,49,0,0,9,0,11.0,8.0
2024-09-03,Delhi,Express,Fruits,4,33.260284440212835,200.0,60,0,1,9,0,5.0,6.0
2024-09-03,Delhi,Hyper,Fruits,3,94.92419439956292,176.0,74,0,1,9,0,3.0,8.0
2024-09-03,Delhi,Super,Fruits,8,52.993517247643986,343.0,51,0,1,9,0,2.0,4.0
2024-09-04,Delhi,Express,Fruits,13,134.04287006435322,395.3333333333333,73,0,2,9,0,5.0,2.0
2024-09-04,Delhi,Hyper,Fruits,7,93.57786434389752,275.0,58,0,2,9,0,12.0,9.0
2024-09-04,Delhi,Super,Fruits,9,107.66560540166559,300.0,68,0,2,9,0,6.0,2.0
2024-09-05,Delhi,Express,Fruits,4,170.26910179294183,204.5,56,0,3,9,0,4.0,11.0
2024-09-05,Delhi,Super,Fruits,3,114.99925992794269,149.0,78,0,3,9,0,4.0,5.0
2024-09-06,Delhi,Hyper,Fruits,9,175.53558064033123,392.5,31,0,4,9,0,3.0,3.0
2024-09-06,Delhi,Super,Fruits,4,43.52172395169921,252.0,20,0,4,9,0,8.0,2.0
2024-09-07,Delhi,Express,Fruits,4,86.22988121002291,97.0,33,0,5,9,0,13.0,5.0
2024-09-07,Delhi,Super,Fruits,8,99.30624566508244,291.5,54,0,5,9,0,7.0,12.0
2024-09-08,Delhi,Express,Fruits,3,183.86864906476276,167.0,79,0,6,9,0,9.0,6.0
2024-09-08,Delhi,Hyper,Fruits,8,141.98186717121038,281.5,69,0,6,9,0,4.0,4.0
2024-09-08,Delhi,Super,Fruits,4,24.60621745610178,90.0,55,0,6,9,0,3.0,4.0
2024-09-09,Delhi,Express,Fruits,2,55.48794352846617,119.0,62,0,0,9,0,9.0,3.0
2024-09-09,Delhi,Hyper,Fruits,11,175.71941566470778,265.0,67,0,0,9,0,4.0,8.0
2024-09-09,Delhi,Super,Fruits,6,90.04712779335141,159.66666666666666,55,0,0,9,0,4.0,13.0
2024-09-10,Delhi,Hyper,Fruits,9,93.22391844571685,328.3333333333333,55,0,1,9,0,8.0,7.0
2024-09-10,Delhi,Super,Fruits,3,35.97340153768728,79.0,77,0,1,9,0,3.0,9.0
2024-09-11,Delhi,Express,Fruits,8,44.979903505730405,356.0,37,0,2,9,0,8.0,4.0
2024-09-11,Delhi,Hyper,Fruits,8,150.56707831485843,306.6666666666667,73,0,2,9,0,4.0,3.0
2024-09-11,Delhi,Super,Fruits,4,171.36831917204387,248.0,69,0,2,9,0,2.0,9.0
2024-09-12,Delhi,Hyper,Fruits,8,169.84457788069614,389.5,58,0,3,9,0,11.0,4.0
2024-09-12,Delhi,Super,Fruits,2,191.4528634178997,206.0,48,0,3,9,0,6.0,4.0
2024-09-13,Delhi,Express,Fruits,5,226.31516069819924,433.0,58,0,4,9,0,9.0,8.0
2024-09-13,Delhi,Hyper,Fruits,9,125.808122035557,132.5,38,0,4,9,0,3.0,3.0
2024-09-13,Delhi,Super,Fruits,3,156.3635239355359,470.0,55,0,4,9,0,8.0,8.0
2024-09-14,Delhi,Express,Fruits,4,145.76268978624654,198.0,79,0,5,9,0,8.0,4.0
2024-09-14,Delhi,Super,Fruits,10,145.7810738346143,393.0,71,0,5,9,0,4.0,2.0
2024-09-15,Delhi,Hyper,Fruits,6,152.1124681957129,165.5,67,0,6,9,0,8.0,11.0
2024-09-15,Delhi,Super,Fruits,1,21.97097863481756,388.0,51,0,6,9,0,2.0,6.0
2024-09-16,Delhi,Hyper,Fruits,8,119.54221455243096,397.0,64,1,0,9,0,5.0,9.0
2024-09-17,Delhi,Hyper,Fruits,11,76.49054768337062,199.0,55,0,1,9,0,9.0,3.0
2024-09-18,Delhi,Express,Fruits,1,71.45097379211212,276.0,34,0,2,9,0,3.0,8.0
2024-09-18,Delhi,Hyper,Fruits,7,47.68324352860048,376.0,67,0,2,9,0,4.0,8.0
2024-09-18,Delhi,Super,Fruits,8,128.07138153936978,169.0,65,0,2,9,0,10.0,4.0
2024-09-19,Delhi,Super,Fruits,2,136.18506843316828,337.5,68,0,3,9,0,6.0,8.0
2024-09-20,Delhi,Express,Fruits,1,62.712106993096825,59.0,34,0,4,9,0,1.0,2.0
2024-09-20,Delhi,Hyper,Fruits,4,214.45905903944896,412.0,68,0,4,9,0,8.0,5.0
2024-09-21,Delhi,Express,Fruits,9,215.83910789863768,398.5,67,0,5,9,0,11.0,9.0
2024-09-21,Delhi,Hyper,Fruits,4,36.18838837037257,384.0,68,0,5,9,0,1.0,3.0
2024-09-21,Delhi,Super,Fruits,9,153.9626196555441,407.3333333333333,68,0,5,9,0,7.0,4.0
2024-09-22,Delhi,Hyper,Fruits,3,195.59366392504813,111.0,38,0,6,9,0,8.0,10.0
2024-09-22,Delhi,Super,Fruits,12,155.48420746676962,356.6,65,0,6,9,0,2.0,6.0
2024-09-23,Delhi,Super,Fruits,4,147.70607430330304,211.33333333333334,56,0,0,9,0,1.0,1.0
2024-09-24,Delhi,Express,Fruits,5,20.53131645889502,436.0,26,0,1,9,0,4.0,8.0
2024-09-24,Delhi,Hyper,Fruits,11,131.84158451131623,365.0,76,0,1,9,0,9.0,11.0
2024-09-24,Delhi,Super,Fruits,4,191.33901847764685,121.5,51,0,1,9,0,4.0,1.0
2024-09-25,Delhi,Express,Fruits,3,190.4743036058213,394.0,62,0,2,9,0,9.0,7.0
2024-09-25,Delhi,Hyper,Fruits,1,125.76110111759024,123.0,42,0,2,9,0,3.0,8.0
2024-09-25,Delhi,Super,Fruits,5,141.7395913316843,342.3333333333333,30,0,2,9,0,12.0,2.0
2024-09-26,Delhi,Hyper,Fruits,3,84.23930446004299,386.0,55,0,3,9,0,4.0,1.0
2024-09-26,Delhi,Super,Fruits,6,109.761063822155,266.5,59,0,3,9,0,5.0,4.0
2024-09-27,Delhi,Express,Fruits,3,40.34918279871558,208.0,27,0,4,9,0,11.0,9.0
2024-09-27,Delhi,Hyper,Fruits,6,71.32310066246482,280.5,62,0,4,9,0,4.0,4.0
2024-09-27,Delhi,Super,Fruits,5,57.83197445153275,291.0,39,0,4,9,0,3.0,9.0
2024-09-28,Delhi,Express,Fruits,3,48.5723295155046,490.0,63,0,5,9,0,1.0,3.0
2024-09-28,Delhi,Hyper,Fruits,5,171.880188683088,151.0,77,0,5,9,0,5.0,12.0
2024-09-28,Delhi,Super,Fruits,6,165.42382995562699,458.0,69,0,5,9,0,3.0,4.0
2024-09-29,Delhi,Express,Fruits,2,44.64171411688453,111.0,25,0,6,9,0,6.0,5.0
2024-09-29,Delhi,Hyper,Fruits,4,126.73585667128687,272.0,62,0,6,9,0,3.0,11.0
2024-09-29,Delhi,Super,Fruits,12,125.52839258657072,337.5,70,0,6,9,0,6.0,4.0
2024-09-30,Delhi,Express,Fruits,4,154.8128146272887,133.5,76,0,0,9,1,5.0,3.0
2024-09-30,Delhi,Hyper,Fruits,3,162.9107436145078,421.0,60,0,0,9,1,3.0,1.0
2024-09-30,Delhi,Super,Fruits,1,140.35736277991504,486.0,30,0,0,9,1,5.0,5.0
2024-10-01,Delhi,Express,Fruits,10,66.24978240216507,203.33333333333334,43,0,1,10,1,6.0,3.0
2024-10-01,Delhi,Hyper,Fruits,11,181.7288324098335,347.25,52,0,1,10,1,2.0,6.0
2024-10-01,Delhi,Super,Fruits,7,108.66030323098893,307.6666666666667,51,0,1,10,1,4.0,3.0
2024-10-02,Delhi,Express,Fruits,5,145.07333756218745,373.0,60,1,2,10,0,12.0,6.0
2024-10-03,Delhi,Express,Fruits,4,164.33710422412628,351.0,47,0,3,10,0,4.0,5.0
2024-10-03,Delhi,Hyper,Fruits,4,141.5553076732737,214.0,53,0,3,10,0,3.0,3.0
2024-10-03,Delhi,Super,Fruits,1,58.11567179767097,499.0,27,0,3,10,0,1.0,5.0
2024-10-04,Delhi,Express,Fruits,6,162.7522895969821,177.5,77,0,4,10,0,10.0,6.0
2024-10-04,Delhi,Hyper,Fruits,15,88.75101632953488,342.8,78,0,4,10,0,11.0,2.0
2024-10-04,Delhi,Super,Fruits,5,173.93903337458994,440.0,41,0,4,10,0,7.0,4.0
2024-10-05,Delhi,Express,Fruits,5,98.31303802784863,490.0,72,0,5,10,0,5.0,12.0
2024-10-05,Delhi,Hyper,Fruits,9,138.41674873255818,308.25,72,0,5,10,0,4.0,4.0
2024-10-06,Delhi,Hyper,Fruits,6,127.06632890116927,213.0,65,0,6,10,0,4.0,3.0
2024-10-06,Delhi,Super,Fruits,2,164.9321061552699,82.0,59,0,6,10,0,1.0,1.0
2024-10-07,Delhi,Express,Fruits,4,213.1904636892345,385.0,21,0,0,10,0,6.0,10.0
2024-10-07,Delhi,Hyper,Fruits,2,100.33898024906131,328.0,51,0,0,10,0,15.0,11.0
2024-10-08,Delhi,Express,Fruits,3,228.74755184019864,405.0,41,0,1,10,0,5.0,7.0
2024-10-08,Delhi,Hyper,Fruits,7,131.16077005399012,357.5,78,0,1,10,0,5.0,5.0
2024-10-08,Delhi,Super,Fruits,9,132.50188746154112,202.75,63,0,1,10,0,9.0,4.0
2024-10-09,Delhi,Hyper,Fruits,2,54.5500078945948,177.0,75,0,2,10,0,6.0,4.0
2024-10-09,Delhi,Super,Fruits,1,24.300954827340767,488.0,59,0,2,10,0,2.0,1.0
2024-10-10,Delhi,Express,Fruits,5,156.12076552945896,230.0,31,0,3,10,0,4.0,6.0
2024-10-10,Delhi,Hyper,Fruits,6,89.6934192905916,328.0,36,0,3,10,0,2.0,15.0
2024-10-11,Delhi,Express,Fruits,5,231.7802962173713,289.0,25,0,4,10,0,3.0,5.0
2024-10-11,Delhi,Super,Fruits,7,92.40217864498615,93.0,76,0,4,10,0,7.0,5.0
2024-10-12,Delhi,Hyper,Fruits,19,87.78145290547255,263.6,69,1,5,10,0,9.0,9.0
2024-10-12,Delhi,Super,Fruits,9,126.8670218236529,207.33333333333334,69,1,5,10,0,2.0,6.0
2024-10-13,Delhi,Express,Fruits,3,87.90222922969836,65.0,42,0,6,10,0,1.0,2.0
2024-10-13,Delhi,Hyper,Fruits,8,148.00693859346578,223.33333333333334,77,0,6,10,0,5.0,4.0
2024-10-13,Delhi,Super,Fruits,2,77.3407514116201,57.0,67,0,6,10,0,6.0,2.0
2024-10-14,Delhi,Express,Fruits,9,135.04367390822944,274.0,75,0,0,10,0,5.0,3.0
2024-10-14,Delhi,Hyper,Fruits,3,239.67199411752944,374.0,63,0,0,10,0,7.0,7.0
2024-10-14,Delhi,Super,Fruits,9,105.6184787128943,92.5,42,0,0,10,0,19.0,9.0
2024-10-15,Delhi,Express,Fruits,2,224.8147098891326,70.0,32,0,1,10,0,9.0,2.0
2024-10-15,Delhi,Hyper,Fruits,1,45.81134652222942,121.0,40,0,1,10,0,3.0,1.0
2024-10-15,Delhi,Super,Fruits,8,173.48067711096715,226.66666666666666,57,0,1,10,0,8.0,5.0
2024-10-16,Delhi,Express,Fruits,6,70.52186849622798,333.0,46,0,2,10,0,2.0,6.0
2024-10-16,Delhi,Hyper,Fruits,12,120.48184925013908,255.66666666666666,63,0,2,10,0,9.0,5.0
2024-10-17,Delhi,Express,Fruits,5,117.71196100457846,166.5,75,0,3,10,0,3.0,7.0
2024-10-17,Delhi,Hyper,Fruits,1,127.44403462620862,105.0,76,0,3,10,0,9.0,19.0
2024-10-17,Delhi,Super,Fruits,7,52.95626051319425,203.0,72,0,3,10,0,2.0,9.0
2024-10-18,Delhi,Express,Fruits,1,68.89855594415835,438.0,72,0,4,10,0,1.0,3.0
2024-10-18,Delhi,Super,Fruits,3,22.645646221711186,345.0,76,0,4,10,0,8.0,8.0
2024-10-19,Delhi,Express,Fruits,1,134.67562217239586,358.0,57,0,5,10,0,6.0,2.0
2024-10-19,Delhi,Hyper,Fruits,7,222.0350410037654,201.5,53,0,5,10,0,12.0,9.0
2024-10-19,Delhi,Super,Fruits,4,120.64482839677706,262.5,73,0,5,10,0,5.0,3.0
2024-10-20,Delhi,Hyper,Fruits,9,150.63176141229496,247.0,72,0,6,10,0,1.0,9.0
2024-10-20,Delhi,Super,Fruits,3,101.45640331068384,191.0,64,0,6,10,0,7.0,2.0
2024-10-21,Delhi,Express,Fruits,10,109.8502401914978,399.3333333333333,74,0,0,10,0,1.0,1.0
2024-10-22,Delhi,Express,Fruits,5,83.76220613661634,220.5,57,0,1,10,0,3.0,8.0
2024-10-22,Delhi,Hyper,Fruits,2,191.605405847894,363.0,29,0,1,10,0,1.0,6.0
2024-10-22,Delhi,Super,Fruits,4,74.90312955153757,480.0,61,0,1,10,0,7.0,12.0
2024-10-23,Delhi,Express,Fruits,7,118.57763725824773,169.0,27,0,2,10,0,4.0,5.0
2024-10-23,Delhi,Hyper,Fruits,15,49.815965656840305,172.5,39,0,2,10,0,9.0,1.0
2024-10-23,Delhi,Super,Fruits,5,140.9997461862648,315.5,53,0,2,10,0,3.0,7.0
2024-10-24,Delhi,Express,Fruits,9,38.29997382086758,444.0,73,0,3,10,0,10.0,1.0
2024-10-24,Delhi,Super,Fruits,2,198.13149035353837,93.0,31,0,3,10,0,5.0,3.0
2024-10-25,Delhi,Express,Fruits,5,167.37742840929965,354.0,38,0,4,10,0,2.0,1.0
2024-10-25,Delhi,Hyper,Fruits,11,110.6191908292824,267.0,46,0,4,10,0,4.0,7.0
2024-10-26,Delhi,Express,Fruits,6,141.34670303158236,444.0,64,0,5,10,0,7.0,4.0
2024-10-27,Delhi,Hyper,Fruits,6,185.10261565125182,399.5,69,0,6,10,0,15.0,9.0
2024-10-27,Delhi,Super,Fruits,5,165.72940942807955,155.0,28,0,6,10,0,5.0,3.0
2024-10-28,Delhi,Express,Fruits,4,224.42855948410437,214.0,47,0,0,10,0,9.0,10.0
2024-10-28,Delhi,Hyper,Fruits,6,86.68767274162035,251.66666666666666,74,0,0,10,0,2.0,5.0
2024-10-29,Delhi,Express,Fruits,7,220.60070041673134,350.0,79,0,1,10,0,5.0,2.0
2024-10-29,Delhi,Hyper,Fruits,5,143.9296751017742,284.0,60,0,1,10,0,11.0,4.0
2024-10-29,Delhi,Super,Fruits,5,86.14021982466511,309.0,28,0,1,10,0,6.0,7.0
2024-10-30,Delhi,Express,Fruits,3,145.1433402804019,413.0,42,0,2,10,1,6.0,15.0
2024-10-30,Delhi,Super,Fruits,11,121.14392879728707,242.33333333333334,44,0,2,10,1,5.0,5.0
2024-10-31,Delhi,Super,Fruits,4,66.40552645321713,113.0,40,1,3,10,1,4.0,9.0
2024-11-01,Delhi,Express,Fruits,12,163.80354071802557,300.6666666666667,68,0,4,11,1,6.0,2.0
2024-11-01,Delhi,Super,Fruits,12,128.0226827155646,153.75,64,0,4,11,1,7.0,5.0
2024-11-02,Delhi,Super,Fruits,1,249.07185136415703,333.0,47,0,5,11,0,5.0,11.0
2024-11-03,Delhi,Express,Fruits,17,105.93692822636922,363.6,71,0,6,11,0,5.0,6.0
2024-11-03,Delhi,Super,Fruits,8,121.3628802530708,208.5,38,0,6,11,0,3.0,6.0
2024-11-04,Delhi,Express,Fruits,3,178.83457581535896,59.0,53,0,0,11,0,11.0,5.0
2024-11-04,Delhi,Super,Fruits,3,244.7400931180236,242.0,70,0,0,11,0,4.0,4.0
2024-11-05,Delhi,Express,Fruits,1,115.0578192154534,52.0,71,0,1,11,0,12.0,6.0
2024-11-05,Delhi,Hyper,Fruits,12,170.58675896364596,439.3333333333333,75,0,1,11,0,12.0,7.0
2024-11-05,Delhi,Super,Fruits,2,49.9459178187207,338.0,29,0,1,11,0,1.0,5.0
2024-11-06,Delhi,Hyper,Fruits,11,120.94561129745992,163.75,47,0,2,11,0,17.0,5.0
2024-11-06,Delhi,Super,Fruits,4,176.70694552983292,70.0,64,0,2,11,0,8.0,3.0
2024-11-07,Delhi,Express,Fruits,11,113.9458850177455,265.5,43,0,3,11,0,3.0,11.0
2024-11-07,Delhi,Hyper,Fruits,1,201.0597188361112,415.0,76,0,3,11,0,3.0,4.0
2024-11-08,Delhi,Express,Fruits,2,265.0199740583781,144.0,35,0,4,11,0,1.0,12.0
2024-11-08,Delhi,Hyper,Fruits,7,122.17224073802666,367.5,64,0,4,11,0,12.0,12.0
2024-11-08,Delhi,Super,Fruits,9,91.4653519591921,334.0,76,0,4,11,0,2.0,1.0
2024-11-09,Delhi,Express,Fruits,3,108.52420809368884,207.0,31,0,5,11,0,11.0,17.0
2024-11-09,Delhi,Hyper,Fruits,10,135.27148843358017,133.33333333333334,37,0,5,11,0,4.0,8.0
2024-11-09,Delhi,Super,Fruits,4,119.6568290366202,230.0,75,0,5,11,0,11.0,3.0
2024-11-10,Delhi,Express,Fruits,5,214.62693986289656,210.0,58,0,6,11,0,1.0,3.0
2024-11-10,Delhi,Hyper,Fruits,8,144.23050294510992,191.5,72,0,6,11,0,2.0,1.0
2024-11-10,Delhi,Super,Fruits,8,220.1896266822525,374.5,56,0,6,11,0,7.0,12.0
2024-11-11,Delhi,Super,Fruits,3,216.2753370237582,379.0,30,0,0,11,0,9.0,2.0
2024-11-12,Delhi,Express,Fruits,5,142.24347078248522,302.0,51,0,1,11,0,3.0,11.0
2024-11-12,Delhi,Hyper,Fruits,5,116.64799164505943,374.0,69,0,1,11,0,10.0,4.0
2024-11-12,Delhi,Super,Fruits,5,69.1672571163216,280.0,55,0,1,11,0,4.0,11.0
2024-11-13,Delhi,Express,Fruits,12,140.1740341030449,274.0,76,0,2,11,0,5.0,1.0
2024-11-13,Delhi,Super,Fruits,7,143.36000313060092,259.0,51,0,2,11,0,8.0,2.0
2024-11-14,Delhi,Hyper,Fruits,7,153.402311403758,198.5,69,0,3,11,0,8.0,7.0
2024-11-14,Delhi,Super,Fruits,8,143.19608180394138,147.5,74,0,3,11,0,3.0,9.0
2024-11-15,Delhi,Express,Fruits,9,156.7173562142033,227.75,55,1,4,11,0,5.0,3.0
2024-11-15,Delhi,Hyper,Fruits,9,137.07618625835428,329.0,59,1,4,11,0,5.0,10.0
2024-11-15,Delhi,Super,Fruits,12,80.36072411133667,281.5,76,1,4,11,0,5.0,4.0
2024-11-16,Delhi,Express,Fruits,5,192.2735791344392,456.0,68,0,5,11,0,12.0,5.0
2024-11-17,Delhi,Express,Fruits,9,112.18674610170967,248.5,58,0,6,11,0,7.0,8.0
2024-11-17,Delhi,Hyper,Fruits,5,157.04798195375994,392.0,66,0,6,11,0,7.0,8.0
2024-11-17,Delhi,Super,Fruits,9,161.65597984649216,277.6666666666667,57,0,6,11,0,8.0,3.0
2024-11-18,Delhi,Express,Fruits,4,54.711523773520526,196.0,64,0,0,11,0,9.0,5.0
2024-11-18,Delhi,Super,Fruits,5,135.63153852196794,100.0,23,0,0,11,0,9.0,5.0
2024-11-19,Delhi,Express,Fruits,1,30.34927672664304,145.0,49,0,1,11,0,12.0,5.0
2024-11-19,Delhi,Hyper,Fruits,4,67.20123594825488,79.0,65,0,1,11,0,5.0,12.0
2024-11-20,Delhi,Hyper,Fruits,3,111.20077371203583,420.5,42,0,2,11,0,9.0,7.0
2024-11-20,Delhi,Super,Fruits,4,47.59607749064539,160.0,56,0,2,11,0,5.0,7.0
